id,ONSCode,local_authority_name,EVpct,EVCS,CSUtotal,CSUhighest,OSSeMiles,LA_pct,HHI,OSS,COMP,NEW
34,E06000042,Milton Keynes,10.535973723483814,100.88643533123029,6.77495088543913,14.65142791353118,439461412.8,40.063091482649845,3593.3286230333665,0.32,0.0,865960.0
35,E06000043,Brighton and Hove,1.6978109983982914,5.760869565217392,5.10242037122312,6.806222481470529,230288878.30400002,0.0,6952.320940978786,0.32,418630.0,144350.0
36,E06000044,Portsmouth,8.422897946821106,117.65384615384616,48.00222349182726,75.84708870170472,212913478.30400002,71.7948717948718,5282.708744247206,0.32,60698.0,229860.0
37,E06000045,Southampton,0.9360980245879023,14.092307692307692,2.49280940285679,3.79458828042035,188223712.768,64.61538461538461,4243.786982248521,0.32,0.0,0.0
38,E06000046,Isle of Wight,1.2140127038248962,46.473684210526315,5.52389461442275,11.58870472521331,112533698.72,0.0,2022.1606648199445,0.32,0.0,67500.0
39,E06000047,Durham,1.0187914968680838,12.053140096618357,3.63676986200388,6.9460792822353,731323206.72,14.492753623188406,2083.36250554272,0.32,0.0,450000.0
40,E06000049,East Cheshire,2.1231735481075478,73.12307692307692,10.08555109395942,22.140341398282022,783105011.84,7.6923076923076925,551.4792899408284,0.32,3216.0,14970.0
41,E06000050,West Cheshire,1.4887339756142137,49.1551724137931,11.80252093155513,23.85972262544525,692393432.64,0.0,1248.513674197384,0.32,86676.0,0.0
42,E06000051,Shropshire,1.2857696352465822,77.43333333333334,9.38606317908044,20.48537193284187,526283271.68,3.333333333333333,2311.111111111111,0.32,0.0,89390.0
43,E06000052,Cornwall excluding Isles of Scilly,1.1424683277711176,21.900621118012424,2.812404170132,6.39165967443273,883997084.48,1.2422360248447204,1713.28266656379,0.32,10396.0,21720.0
44,E06000054,Wiltshire,5.1500025002867975,282.38709677419354,45.94138631702437,105.03117788996146,995117943.04,37.096774193548384,1680.54110301769,0.32,0.0,0.0
45,E06000055,Bedford,2.7757335434325245,46.46376811594203,12.4886018993607,19.77022971690326,231191617.85599998,44.927536231884055,3232.514177693762,0.32,96883.0,0.0
46,E06000056,Central Bedfordshire,1.8605594806186747,84.27027027027027,13.44417941535038,28.10673759021688,552947067.52,10.81081081081081,2695.398100803506,0.32,0.0,0.0
47,E06000057,Northumberland,1.3957752765613503,10.663594470046084,2.4645473916505503,4.9970929742427295,523818693.76,16.129032258064516,4515.067213149568,0.32,0.0,96620.0
48,E06000058,"Bournemouth, Christchurch and Poole",1.3312632634852786,43.295081967213115,2.92472049794722,6.326213162060471,360646983.36,0.0,1916.151572158022,0.32,0.0,0.0
49,E06000059,Dorset,1.4134102147562346,40.08860759493671,6.03074936354496,13.086856950950802,653850258.88,5.063291139240507,1244.9927896170486,0.32,12777.0,125080.0
50,E08000001,Bolton,1.1088230635197212,31.818181818181817,12.11667324716942,22.0399562705624,392469505.6,0.0,2799.586776859504,0.32,0.0,0.0
51,E08000002,Bury,1.6555683344769931,55.25806451612903,25.09594434518881,43.44619270355243,297248691.424,0.0,2882.414151925078,0.32,0.0,0.0
52,E08000003,Manchester,1.0436335952907607,10.122093023255815,3.71776110617033,5.8377893702737405,530295204.48,0.0,3555.300162249865,0.32,0.0,0.0
53,E08000004,Oldham,0.9950353416358129,18.192307692307693,6.24366241944597,10.53310766430158,212230587.13599998,0.0,3276.627218934911,0.32,0.0,0.0
54,E08000005,Rochdale,1.041988514686924,26.43243243243243,5.99469305692512,11.79391665001098,297416543.328,0.0,2330.1680058436814,0.32,0.0,0.0
55,E08000006,Salford,1.0339431995991042,10.75531914893617,4.46756672655175,8.42370843244085,403214231.36,0.0,2831.598008148484,0.32,0.0,0.0
56,E08000007,Stockport,18.27530229060482,2041.4,155.21386510970422,318.76136056086904,371617656.32,0.0,2577.777777777778,0.32,0.0,0.0
57,E08000008,Tameside,0.8252984962781635,33.04,5.36216495662953,11.13385086460071,219300123.488,0.0,2256.0,0.32,0.0,0.0
58,E08000009,Trafford,1.8687748447898522,41.01960784313726,15.86940607216262,23.9161284452239,285710919.168,0.0,2410.611303344868,0.32,0.0,0.0
59,E08000010,Wigan,0.8806450372383382,31.953488372093023,5.04192841580479,10.16551258021487,352807472.0,0.0,1768.5235262303947,0.32,0.0,0.0
60,E08000011,Knowsley,0.9090023698990358,56.0,8.257855592409099,19.66958606121935,293899600.032,0.0,1800.0,0.32,0.0,0.0
61,E08000012,Liverpool,0.9130478921854775,10.738805970149254,4.12312248849057,6.981865327962391,460928650.88,50.74626865671642,2719.982178658944,0.32,67575.0,0.0
62,E08000013,St. Helens,0.8786984279535938,29.53846153846154,5.741437620905019,11.33546991136319,233016124.608,0.0,1745.5621301775147,0.32,0.0,0.0
63,E08000014,Sefton,0.9853483680669972,58.38095238095238,7.91539060890067,15.937056601916561,225214052.57599998,0.0,1020.408163265306,0.32,0.0,0.0
64,E08000015,Wirral,1.0205287836400174,21.583333333333332,8.76083566185151,12.29117112748184,341058250.88,73.61111111111111,5532.407407407407,0.32,0.0,77370.0
65,E08000016,Barnsley,1.0146475434848947,41.275862068965516,7.2664749882062605,15.300658235131289,348373216.64,0.0,2294.887039239001,0.32,0.0,100000.0
66,E08000017,Doncaster,1.6741717273168688,83.9,11.38735600297893,26.60165174520212,553882602.24,0.0,1955.555555555556,0.32,0.0,0.0
67,E08000018,Rotherham,0.9578107183580388,20.64406779661017,3.7195576824204197,7.687888935546231,428969087.68,25.42372881355932,1008.3309393852342,0.32,0.0,0.0
68,E08000019,Sheffield,1.8767575227509243,163.0,20.04046816636541,41.33808747231832,515760384.32,0.0,1360.9467455621302,0.32,0.0,0.0
69,E08000021,Newcastle upon Tyne,1.3021334332378165,6.1826923076923075,3.19232398671445,4.8627810980548,321929288.0,0.0,6946.190828402367,0.32,0.0,0.0
70,E08000022,North Tyneside,1.0790156424702293,17.43859649122807,4.19721081456491,8.00979428358106,242698826.81599998,0.0,3868.882733148661,0.32,0.0,0.0
71,E08000023,South Tyneside,1.131380316590861,7.797752808988764,1.2043001149786399,2.4651932804732097,139171203.584,46.06741573033708,3912.3847998990022,0.32,145793.53,0.0
72,E08000024,Sunderland,0.8872275656314232,4.848341232227488,2.03864861775986,3.2675077534381898,313516646.144,0.0,5118.258799218346,0.32,0.0,69300.0
73,E08000025,Birmingham,1.0997099505895729,39.025862068965516,7.12582095318907,12.93859559640444,1101637155.84,18.96551724137931,826.3971462544589,0.32,0.0,0.0
74,E08000026,Coventry,1.5643514077752074,4.563786008230453,1.40930379666937,2.60491315155532,360014145.6,84.5679012345679,7187.081915019729,0.32,1481586.14,1388100.0
75,E08000027,Dudley,0.9837408621124275,47.303030303030305,5.30826270456721,10.81631526194095,302266168.19200003,0.0,1074.3801652892562,0.32,0.0,316710.0
76,E08000028,Sandwell,0.8472280743995666,46.916666666666664,7.009838724188611,14.392388709786019,361736855.68,0.0,1145.8333333333333,0.32,0.0,300430.0
77,E08000029,Solihull,6.514633581652526,149.484375,24.50948210216504,42.11350251887835,420064523.2,26.5625,1547.8515625,0.32,95553.1,0.0
78,E08000030,Walsall,0.8692842139279366,53.8,4.47932646866831,9.30209232400451,262391826.688,0.0,1500.0,0.32,0.0,254040.0
79,E08000031,Wolverhampton,0.9388742502045918,36.0,1.94458776697999,3.4323760453911905,220164613.69599998,0.0,2675.3864447086803,0.32,0.0,279790.0
80,E08000032,Bradford,1.1692715804920724,40.096774193548384,3.08572286163488,7.06577027421764,492649532.48,11.290322580645162,1087.4089490114463,0.32,0.0,330850.0
81,E08000033,Calderdale,1.3043897319468392,32.05263157894737,3.20692325436938,8.12800829226984,269454375.87200004,0.0,2022.1606648199447,0.32,0.0,97500.0
82,E08000034,Kirklees,1.218108672404135,61.333333333333336,4.51203543008173,10.61862162476034,485819993.92,0.0,1124.2603550295858,0.32,0.0,0.0
83,E08000035,Leeds,7.470975936369453,154.72906403940885,18.22471288539918,39.39216339476433,1230816180.8,2.4630541871921183,831.1291222791139,0.32,0.0,97500.0
84,E08000036,Wakefield,1.1146657486600864,37.56,3.36166098481543,7.815314881726559,518917772.16,0.0,1176.0,0.32,0.0,0.0
85,E08000037,Gateshead,1.0168892032894155,8.655913978494624,2.89331779968998,5.755198142117,326365497.92,1.075268817204301,4251.358538559371,0.32,0.0,0.0
86,E09000001,City of London,15.754633715798764,5.1,27.9679865138589,42.310744773734946,71486873.49,12.857142857142858,3608.1632653061215,1.0,97435.0,0.0
87,E09000002,Barking and Dagenham,2.024203445650992,22.46551724137931,5.86153822541029,11.03875157872743,151405673.133,0.0,5523.186682520809,0.39,0.0,0.0
88,E09000003,Barnet,3.999198442688652,73.52631578947368,18.712691803255698,33.07848629739993,467554019.26000005,0.0,2666.204986149585,0.46,0.0,3549600.0
89,E09000004,Bexley,1.6724386311380788,44.94871794871795,2.48211330920435,6.62857807063811,181945825.884,0.0,3701.5121630506246,0.29,0.0,150000.0
90,E09000005,Brent,3.710272810916871,18.09189189189189,6.899700606071379,13.4793629361017,268912406.95,0.5405405405405406,1573.9956172388606,0.5,0.0,600000.0
91,E09000006,Bromley,2.239231948943311,42.8421052631579,7.500805395719549,14.3203681943017,279341701.164,0.0,3691.1357340720224,0.36,0.0,0.0
92,E09000007,Camden,7.806719516798792,7.793969849246231,10.61615270175373,15.67266049233126,185717351.35999998,66.83417085427136,5071.841620161107,0.85,70925.0,502560.0
93,E09000008,Croydon,2.018164200905318,13.816831683168317,2.73008844401819,5.40444656064869,366600349.71,0.99009900990099,1364.572100774434,0.49,0.0,0.0
94,E09000009,Ealing,3.5680808221080405,19.764423076923077,7.7430651760354,13.52595799042182,337097610.381,31.25,2541.6050295857985,0.49,0.0,255000.0
95,E09000010,Enfield,1.9316607010772069,16.583941605839417,7.040210061500949,13.12076497671094,428312594.02500004,56.2043795620438,3806.8091001118864,0.45,43380.0,117000.0
96,E09000011,Greenwich,2.331269389699162,8.04888888888889,5.0577392195758994,8.74156748195546,376190422.527,10.666666666666666,2552.6913580246915,0.61,0.0,0.0
97,E09000012,Hackney,3.25801749271137,9.377622377622378,6.510506763600819,12.42648846449574,210514806.264,43.35664335664335,3874.517091300309,0.84,0.0,0.0
98,E09000013,Hammersmith and Fulham,9.26263649667905,5.441798941798941,5.72368934996228,9.58966081534344,223690414.505,62.03703703703704,4406.266621875087,0.83,428095.34,4218750.0
99,E09000014,Haringey,3.545681918493453,19.366071428571427,8.56151838734376,16.08818828734267,214903019.904,25.0,2563.775510204082,0.68,0.0,0.0
100,E09000015,Harrow,2.6141587496169167,41.274193548387096,8.93378529951318,16.19003043944319,157205889.06,41.935483870967744,2643.080124869927,0.33,69985.0,109900.0
101,E09000016,Havering,1.7907097068392483,60.05882352941177,7.17335093886773,15.36304273710575,221831229.69799998,0.0,692.0415224913495,0.26,0.0,346490.0
102,E09000017,Hillingdon,4.959182621881648,40.83030303030303,13.03784178118267,24.77391986005997,428090562.88,0.0,1792.1028466483012,0.32,0.0,0.0
103,E09000018,Hounslow,2.7332138716137875,6.233173076923077,6.451521148077689,9.76054517362201,444306019.318,54.32692307692308,3589.358357988166,0.49,0.0,179850.0
104,E09000019,Islington,5.313940092165899,8.31081081081081,6.62654814374914,11.98700502846111,172653767.30699998,35.13513513513514,4065.416768119471,0.87,27000.0,120000.0
105,E09000020,Kensington and Chelsea,7.82719836400818,4.747286821705426,13.02243768038292,14.6140776406579,229067192.271,84.49612403100775,7305.834985878252,0.87,205508.0,209160.0
106,E09000021,Kingston upon Thames,2.6051301023554077,9.941176470588236,10.10427287867767,14.17826280955329,211681225.275,58.23529411764706,4274.048442906575,0.39,0.0,406960.0
107,E09000022,Lambeth,3.120242311575506,5.97239263803681,5.8464387006040095,9.78616824052159,302260292.208,78.83435582822086,6227.558432759984,0.76,139815.25,67080.0
108,E09000023,Lewisham,2.0734099187447463,18.28235294117647,5.1941744660855,9.99119764994933,224379583.44,0.0,4948.096885813149,0.48,0.0,69190.0
109,E09000024,Merton,3.0157142857142856,8.02661596958175,3.52126901133147,5.76771460368775,161608701.854,34.22053231939164,4229.785019300553,0.46,0.0,910190.0
110,E09000025,Newham,2.4384501052197844,11.669014084507042,7.31841687300197,14.58732977687548,399300736.614,0.0,2711.763538980361,0.78,0.0,0.0
111,E09000026,Redbridge,2.470709587014908,21.158333333333335,4.83358586784195,7.92582036436102,224925489.42600003,55.0,2119.444444444445,0.33,0.0,557610.0
112,E09000027,Richmond upon Thames,3.931301236947367,8.341736694677872,7.7767010931650296,10.83253136813143,213762060.415,77.87114845938375,6350.540216086435,0.47,154231.0,300180.0
113,E09000028,Southwark,3.667499108098466,4.1368209255533195,7.32237502338039,10.39348907309586,323216127.78,77.46478873239437,6243.699622280969,0.84,318238.0,37440.0
114,E09000029,Sutton,1.7583157308326176,24.047619047619047,2.5867984494382,5.85923378301215,156715035.867,0.0,1690.602166792643,0.39,0.0,0.0
115,E09000030,Tower Hamlets,5.131716223265519,27.776470588235295,40.02757700995419,68.83255265019334,432723138.30300003,23.529411764705884,2257.439446366782,0.93,0.0,418090.0
116,E09000031,Waltham Forest,1.821436091808802,4.325,3.2464345203119,4.92187789237589,296570085.777,63.75,4358.59375,0.63,131261.0,0.0
117,E09000032,Wandsworth,4.189718327649362,4.90680473372781,5.2908701349465,8.20582283604994,351360040.88000005,59.9112426035503,4266.263436154196,0.8,294946.5,300170.0
118,E09000033,Westminster,12.027442726463207,4.907514450867052,10.96408263601532,15.989784132085392,362308292.556,71.01568951279934,5337.427830900479,0.93,107587.5,1722500.0
119,E06000060,Buckinghamshire,2.4000807492011824,52.84027777777778,13.231310262466131,27.313864946511167,1090423364.8,32.638888888888886,1138.117283950617,0.32,35283.0,105520.0
120,E10000003,Cambridgeshire,1.9988920426963341,68.62745098039215,15.12166654121275,36.07045048976965,1236050122.24,13.72549019607843,703.5755478662054,0.32,0.0,118460.0
121,E10000006,Cumbria,0.9454971225664258,24.71,4.107005007685189,9.25585544105192,970852087.6800001,0.0,1336.0,0.32,0.0,20100.0
122,E10000007,Derbyshire,1.5938012711805987,38.53333333333333,8.70710499404586,17.11314678614094,1365249905.28,47.22222222222222,1346.2962962962963,0.32,269756.0,301590.0
123,E10000008,Devon,1.5483000862877843,64.03669724770643,11.34680078164834,23.84107825654555,1487816366.72,0.9174311926605504,404.8480767612154,0.32,5675.0,253500.0
124,E10000011,East Sussex,1.5004714879330177,54.3,8.9008295494398,18.23361034647034,739601374.08,1.25,746.875,0.32,0.0,0.0
125,E10000012,Essex,1.5849580212652752,73.78735632183908,14.61034438300045,28.804491296997742,2458101067.84,18.39080459770115,734.5752411150747,0.32,224762.5,0.0
126,E10000013,Gloucestershire,1.6823074186087885,61.755102040816325,9.212292057968611,19.07262305256635,1132421090.56,6.122448979591836,551.8533944189921,0.32,0.0,0.0
127,E10000014,Hampshire,1.9894511099518923,50.925816023738875,8.04330481330986,17.25736832396688,2629431424.96,26.70623145400593,697.2853507559281,0.32,213014.83,0.0
128,E10000015,Hertfordshire,2.143390845293965,43.59933774834437,13.43689633740902,24.81613727950156,2027258963.8400002,7.28476821192053,930.660935923863,0.32,266350.0,270720.0
129,E10000016,Kent,1.5287321673546475,46.53558052434457,7.349486469562231,15.16750040541858,2402171355.52,11.235955056179776,900.699967736958,0.32,69416.25,544250.0
130,E10000017,Lancashire,1.2377814405966365,26.02097902097902,5.05867151988508,9.47062374561613,2033535272.64,2.097902097902098,1306.6653626094185,0.32,184340.5,547500.0
131,E10000018,Leicestershire,1.7508549489040823,38.076502732240435,11.45045160416055,20.162629072500373,1268612242.24,16.939890710382514,822.6581862701186,0.32,361486.42,275660.0
132,E10000019,Lincolnshire,1.169775837624785,36.656488549618324,6.4451461842323905,12.29389358791461,1076983694.08,20.610687022900763,1332.6729211584409,0.32,264308.25,37500.0
133,E10000020,Norfolk,1.1400661459260122,39.25352112676056,6.43619387218643,13.770925668618132,1444741335.3600001,2.816901408450704,792.5014878000397,0.32,128281.0,126574.0
199,E10000021,Northamptonshire,1.7736712391578464,43.688235294117646,8.53909290156181,16.98625115477706,1456792031.04,25.294117647058822,930.795847750865,0.32,0.0,0.0
134,E10000023,North Yorkshire,1.5914452794711542,54.37373737373738,11.82060607148342,21.93418538470686,1379982034.24,1.0101010101010102,1233.547597183961,0.32,117470.36,146740.0
135,E10000024,Nottinghamshire,1.3210807936455182,23.78205128205128,3.89743689543499,8.09585367630952,1226419061.1200001,31.1965811965812,1748.8494411571337,0.32,153160.0,51000.0
136,E10000025,Oxfordshire,2.7483860809321365,39.07835820895522,8.56931845831657,15.472762530893261,1281958359.3600001,14.17910447761194,1569.1133882824683,0.32,0.0,1198700.0
137,E10000027,Somerset,1.2685306926808937,67.85245901639344,12.157240792414271,25.398954704943712,1179250010.56,0.0,513.3028755710831,0.32,0.0,458500.0
138,E10000028,Staffordshire,1.2887455066544937,47.53125,7.4346330604227795,15.533742797366509,1541059359.04,9.375,631.103515625,0.32,4867.0,96220.0
139,E10000029,Suffolk,1.2826813330480318,41.96153846153846,8.31222587513484,17.08131347616336,1053243563.84,10.76923076923077,671.0059171597633,0.32,82562.0,60000.0
140,E10000030,Surrey,2.396238277825498,58.193548387096776,11.959355699999149,25.54700676932619,2313788922.88,1.7921146953405018,1167.3796585347054,0.32,0.0,166090.0
141,E10000031,Warwickshire,3.3104042558920947,62.86363636363637,28.315559574276676,55.28202339038466,1549939972.8,46.02272727272727,2129.3904958677685,0.32,327205.5,0.0
142,E10000032,West Sussex,1.5792345140171227,39.61052631578947,9.22513713706677,18.76199269812325,1249347628.16,5.2631578947368425,888.0886426592798,0.32,60000.0,0.0
143,E10000034,Worcestershire,1.9260591774703804,74.25,8.12887640010855,18.64970297139109,1138196994.56,18.47826086956522,964.0831758034028,0.32,63361.75,71610.0
144,S12000005,Clackmannanshire,0.9988649262202043,20.307692307692307,3.1288080172506603,6.85823543066997,52508649.216000006,7.6923076923076925,8579.881656804733,0.32,0.0,0.0
145,S12000006,Dumfries & Galloway,0.9259138508887469,8.255813953488373,1.8817296939841102,4.27318300710613,300249501.856,54.65116279069768,3572.2011898323417,0.32,41462.0,469839.0
146,S12000008,East Ayrshire,0.9538895967491994,25.181818181818183,4.3015459510455,8.71318631400075,167873359.488,27.272727272727277,2975.206611570248,0.32,0.0,0.0
147,S12000010,East Lothian,1.8003242820135303,17.88888888888889,7.422801064435671,13.47100933916103,159351593.28,51.851851851851855,4218.106995884774,0.32,135889.0,636430.0
148,S12000011,East Renfrewshire,2.015555051265653,88.81818181818181,12.615340730007391,26.575293338355888,122682046.048,0.0,2892.561983471074,0.32,0.0,0.0
149,S12000013,Comhairle nan Eilean Siar,0.7054938456919844,4.947368421052632,0.57059330992456,1.3814364345542098,33324065.728000004,0.0,4570.637119113573,0.32,0.0,0.0
150,S12000014,Falkirk,1.1767908628562236,67.92857142857143,13.14172775607228,28.09908895212825,250200287.58400002,42.85714285714285,2244.8979591836737,0.32,0.0,0.0
151,S12000017,Highland,1.19797227429782,33.92857142857143,3.8656090903261804,9.89711162082835,433307541.44,14.285714285714286,5079.365079365079,0.32,0.0,0.0
152,S12000018,Inverclyde,0.8581481163648845,33.333333333333336,4.05202796842844,9.77139758893749,85559022.04800001,0.0,3580.246913580247,0.32,0.0,0.0
153,S12000019,Midlothian,1.528755156515409,23.1,4.05638941379914,8.84965380047538,112076411.296,0.0,3488.8888888888887,0.32,0.0,0.0
154,S12000020,Moray,1.048025836024586,55.888888888888886,6.11035356223031,14.437966222991449,119832668.48,0.0,4814.814814814815,0.32,0.0,0.0
155,S12000021,North Ayrshire,0.8931561906888467,29.473684210526315,2.75790538470501,5.94393326595268,128349634.656,5.2631578947368425,4349.030470914128,0.32,0.0,0.0
156,S12000023,Orkney Islands,2.860473457675753,17.72222222222222,4.06470054265287,8.146337337566791,21296867.184,11.11111111111111,6234.567901234568,0.32,0.0,0.0
157,S12000026,Scottish Borders,1.4855652575805094,27.272727272727273,5.348227869105919,10.96275754082292,188721436.896,9.090909090909092,5482.093663911845,0.32,0.0,0.0
158,S12000027,Shetland Islands,1.2414863350288818,7.578947368421052,1.91615624018158,4.42295562249799,32504643.904000003,15.789473684210526,4349.030470914127,0.32,0.0,0.0
159,S12000028,South Ayrshire,1.1695177741780445,34.578947368421055,4.95079738006491,9.73968777586684,158505944.128,15.789473684210526,2853.185595567867,0.32,0.0,0.0
160,S12000029,South Lanarkshire,1.2723234346313343,22.7816091954023,6.1876730318065,11.43450116979849,399306657.6,1.1494252873563218,6340.335579336769,0.32,0.0,118070.0
161,S12000030,Stirling,8.073279228496723,226.42857142857142,19.023555050174508,45.7112761637287,206785590.81599998,14.285714285714286,2471.655328798186,0.32,38772.0,129710.0
162,S12000033,Aberdeen City,1.4571404153491154,27.836734693877553,4.95926917036564,11.107214897730849,247347446.46400002,4.081632653061225,2927.9466888796337,0.32,0.0,0.0
163,S12000034,Aberdeenshire,1.5057505528711168,77.57142857142857,10.816607404744879,25.651564697975992,492101491.52,42.85714285714285,2984.6938775510203,0.32,0.0,0.0
164,S12000035,Argyll & Bute,1.203296188781721,22.347826086956523,2.5032101031055,6.645262179791129,145294899.68,26.08695652173913,3459.357277882797,0.32,0.0,0.0
165,S12000036,City of Edinburgh,2.075868515345069,63.23728813559322,12.593364140027319,27.33134078706921,477033046.72,6.779661016949152,3662.74059178397,0.32,0.0,125400.0
166,S12000038,Renfrewshire,8.38468720821662,271.7631578947368,24.72190409803611,52.92158968859858,257678401.82400003,28.94736842105263,2479.224376731302,0.32,43144.4,0.0
167,S12000039,West Dunbartonshire,1.0609943618657098,29.571428571428573,2.657339857984,6.11863242127033,106003492.608,14.285714285714286,3061.2244897959185,0.32,0.0,0.0
168,S12000040,West Lothian,1.394617070292746,73.0,12.09985789775031,25.825467627577208,295318788.89599997,0.0,3840.83044982699,0.32,0.0,0.0
169,S12000041,Angus,1.3917266789482499,37.77272727272727,8.39932504428045,16.11972081246433,173050820.70400003,4.545454545454546,2520.6611570247933,0.32,0.0,0.0
170,S12000042,Dundee City,1.5524953951407772,16.09090909090909,2.25703853799572,4.9640839838773205,131742727.904,29.09090909090909,3143.8016528925623,0.32,200000.0,180910.0
171,S12000045,East Dunbartonshire,1.6650094910964477,115.125,8.44438620898865,16.563988333016198,89473570.176,12.5,2812.5,0.32,0.0,0.0
