SSE,Sil,n
19.755930700283997,0.40909011724388883,2
14.617434449599283,0.44997841112221754,3
11.263005933164095,0.34226122260543945,4
9.859704969884298,0.3497296899470193,5
8.80920816656577,0.3335236398114376,6
7.882064069279992,0.34214836829042305,7
6.8638736787182255,0.3527045263867977,8
6.014414220139777,0.3351047221407108,9
5.377834580142819,0.30030488155313007,10
