ONSCode,local_authority_name,year,cars_and_taxis,ONSGeo_x,DATE,EVCOUNT,filter_id_142,VEHCOUNT,filter_id_105,EVshare_32,EVCOUNT_31,filter_id_142_31,VEHCOUNT_31,filter_id_105_31,EVshare_31,EVCOUNT_7,filter_id_142_7,VEHCOUNT_7,filter_id_105_7,EVshare_7,emiles,emilespct,Dem_MWh,CTYCODE_x,CS_count,Highest_kW,TOTALOUTPUTKW,CTYCODE_y,LA_pct,HHI,OSS,CSUtotal,CSUhighest,id,ONSGeo_y,COMP,NEW
E08000014,Sefton,2019,703793914.3,      Sefton,2022-03-31,465.0,32,118258.0,30,0.39320807048994577,94.0,31,6165.0,29,1.5247364152473641,667.0,7,124423.0,1,0.5360745199842473,5141440.717576211,0.7305321363413516,1624.695266754083,E08000014,21,372.4,749.8,E08000014,0.0,1020.4081632653061,0.32,0.07915390608900677,0.1593705660191656,63,Sefton,0.0,0.0
E08000015,Wirral,2019,1065807034.0,      Wirral,2022-03-31,522.0,32,144629.0,30,0.3609234662481245,116.0,31,7645.0,29,1.5173315892740353,916.0,7,152274.0,1,0.6015472109486846,8323393.413794345,0.7809475025283371,2630.192318759013,E08000015,72,781.7,1096.7,E08000015,73.61111111111111,5532.407407407407,0.32,0.08760835661851515,0.12291171127481844,64,Wirral,0.0,77370.0
E08000016,Barnsley,2019,1088666302.0,      Barnsley,2022-03-31,421.0,32,112959.0,30,0.3727015996954647,100.0,31,5013.0,29,1.994813484939158,676.0,7,117972.0,1,0.573017326145187,8280349.456833655,0.760595734581087,2616.590428359435,E08000016,29,624.7,1315.4,E08000016,0.0,2294.887039239001,0.32,0.07266474988206265,0.15300658235131295,65,Barnsley,0.0,100000.0
E08000017,Doncaster,2019,1730883132.0,      Doncaster,2022-03-31,675.0,32,142031.0,30,0.47524836127324316,433.0,31,8312.0,29,5.209335899903754,1409.0,7,150343.0,1,0.9371902915333604,20777321.114520796,1.2003884450888966,6565.633472188571,E08000017,30,901.6,2106.2,E08000017,0.0,1955.5555555555557,0.32,0.11387356002978934,0.2660165174520212,66,Doncaster,0.0,0.0
E08000018,Rotherham,2019,1340528399.0,      Rotherham,2022-03-31,477.0,32,122323.0,30,0.38995119478757057,91.0,31,4842.0,29,1.87938868236266,650.0,7,127165.0,1,0.5111469350843392,9459862.184521055,0.7056815947784375,2989.3164503086537,E08000018,59,1420.4,2935.8,E08000018,25.423728813559322,1008.3309393852342,0.32,0.03719557682420423,0.07687888935546239,67,Rotherham,0.0,0.0
E08000019,Sheffield,2019,1611751201.0,      Sheffield,2022-03-31,1031.0,32,211313.0,30,0.4879018328261867,1168.0,31,14502.0,29,8.054061508757412,2039.0,7,225815.0,1,0.9029515311206074,19409605.643944778,1.2042556960343644,6133.43538348655,E08000019,26,542.0,1118.0,E08000019,0.0,1360.9467455621302,0.32,0.2004046816636541,0.4133808747231832,68,Sheffield,0.0,0.0
E08000021,Newcastle upon Tyne,2019,1006029025.0,      Newcastle upon Tyne,2022-03-31,412.0,32,93311.0,30,0.44153422426080524,117.0,31,5450.0,29,2.146788990825688,757.0,7,98761.0,1,0.7664968965482326,9946405.168849546,0.9886797420034225,3143.0640333564565,E08000021,208,2361.1,3596.6,E08000021,0.0,6946.190828402367,0.32,0.0319232398671445,0.04862781098054802,69,Newcastle upon Tyne,0.0,0.0
E08000022,North Tyneside,2019,758433833.8,      North Tyneside,2022-03-31,310.0,32,87207.0,30,0.3554760512344192,94.0,31,4914.0,29,1.912901912901913,590.0,7,92121.0,1,0.6404620010638182,6224161.465385742,0.8206597844139771,1966.8350230618944,E08000022,57,897.0,1711.8,E08000022,0.0,3868.882733148661,0.32,0.041972108145649126,0.08009794283581066,70,North Tyneside,0.0,0.0
E08000023,South Tyneside,2019,434910011.2,      South Tyneside,2022-03-31,227.0,32,58632.0,30,0.3871605948969846,77.0,31,2709.0,29,2.842377260981912,390.0,7,61341.0,1,0.6357900914559593,3635629.604068013,0.8359498540943251,1148.858954885492,E08000023,89,1702.4,3484.8,E08000023,46.06741573033708,3912.3847998990027,0.32,0.01204300114978649,0.024651932804732123,71,South Tyneside,145793.53,0.0
E08000024,Sunderland,2019,979739519.2,      Sunderland,2022-03-31,319.0,32,110437.0,30,0.28885246792288816,68.0,31,4866.0,29,1.3974517057131115,636.0,7,115303.0,1,0.5515901581051663,6818996.570368438,0.6960009713537375,2154.8029162364264,E08000024,211,2409.0,3861.1,E08000024,0.0,5118.258799218346,0.32,0.020386486177598636,0.03267507753438194,72,Sunderland,0.0,69300.0
E08000025,Birmingham,2019,3442616112.0,      Birmingham,2022-03-31,1803.0,32,388555.0,30,0.4640269717285841,502.0,31,23099.0,29,2.1732542534308843,2222.0,7,411654.0,1,0.5397736934415795,26600421.836217407,0.7726804549451725,8405.7333002447,E08000025,116,2373.2,4309.1,E08000025,18.96551724137931,826.3971462544589,0.32,0.07125820953189071,0.12938595596404445,73,Birmingham,0.0,0.0
E08000026,Coventry,2019,1125044205.0,      Coventry,2022-03-31,469.0,32,133764.0,30,0.3506175054573727,642.0,31,8020.0,29,8.00498753117207,1107.0,7,141784.0,1,0.7807651074874457,11371608.22538192,1.0107699035152065,3593.4281992206866,E08000026,486,5039.2,9314.3,E08000026,84.5679012345679,7187.081915019729,0.32,0.014093037966693771,0.026049131515553218,74,Coventry,1481586.14,1388100.0
E08000027,Dudley,2019,944581775.6,      Dudley,2022-03-31,557.0,32,151989.0,30,0.3664738895577969,223.0,31,6691.0,29,3.332835151696308,781.0,7,158680.0,1,0.49218553062767834,6472897.221779229,0.6852659440383162,2045.4355220822363,E08000027,33,690.8,1407.6,E08000027,0.0,1074.3801652892562,0.32,0.05308262704567213,0.10816315261940951,75,Dudley,0.0,316710.0
E08000028,Sandwell,2019,1130427674.0,      Sandwell,2022-03-31,364.0,32,125804.0,30,0.2893389717338081,263.0,31,7100.0,29,3.7042253521126765,499.0,7,132904.0,1,0.37545897790886656,6096895.962498795,0.5393441882862817,1926.6191241496194,E08000028,24,489.0,1004.0,E08000028,0.0,1145.8333333333333,0.32,0.07009838724188613,0.14392388709786028,76,Sandwell,0.0,300430.0
E08000029,Solihull,2019,1312701635.0,      Solihull,2022-03-31,694.0,32,108695.0,30,0.6384838309029854,3284.0,31,38159.0,29,8.606095547577244,5589.0,7,146854.0,1,3.8058207471366114,57402069.9566515,4.3728192626690445,18139.054106301875,E08000029,64,1573.4,2703.5,E08000029,26.5625,1547.8515625,0.32,0.24509482102165045,0.4211350251887835,77,Solihull,95553.1,0.0
E08000030,Walsall,2019,819974458.4,      Walsall,2022-03-31,441.0,32,118508.0,30,0.3721267762513923,124.0,31,5272.0,29,2.3520485584218513,511.0,7,123780.0,1,0.4128292131200517,4939786.345809469,0.6024317337211182,1560.9724852757922,E08000030,20,613.0,1273.0,E08000030,0.0,1500.0,0.32,0.04479326468668316,0.09302092324004513,78,Walsall,0.0,254040.0
E08000031,Wolverhampton,2019,688014417.8,      Wolverhampton,2022-03-31,381.0,32,105875.0,30,0.3598583234946871,138.0,31,5322.0,29,2.593010146561443,525.0,7,111197.0,1,0.4721350396143781,4531551.026129679,0.6586418698346178,1431.9701242569786,E08000031,29,1524.0,2690.0,E08000031,0.0,2675.3864447086803,0.32,0.019445877669799917,0.03432376045391193,79,Wolverhampton,0.0,279790.0
E08000032,Bradford,2019,1539529789.0,      Bradford,2022-03-31,1017.0,32,201977.0,30,0.5035226783247597,290.0,31,10634.0,29,2.727101749106639,1179.0,7,212611.0,1,0.5545338670153473,12460639.603806341,0.8093795711416625,3937.562114802804,E08000032,62,2035.7,4661.4,E08000032,11.290322580645162,1087.4089490114463,0.32,0.03085722861634885,0.07065770274217642,80,Bradford,0.0,330850.0
E08000033,Calderdale,2019,842044924.6,      Calderdale,2022-03-31,475.0,32,89551.0,30,0.5304240041987248,146.0,31,3826.0,29,3.8159958180867743,597.0,7,93377.0,1,0.6393437356094114,7679916.468033777,0.9120554312089699,2426.853603898673,E08000033,38,1090.7,2764.4,E08000033,0.0,2022.1606648199447,0.32,0.0320692325436938,0.08128008292269841,81,Calderdale,0.0,97500.0
E08000034,Kirklees,2019,1518187481.0,      Kirklees,2022-03-31,941.0,32,187841.0,30,0.5009555954237892,273.0,31,8529.0,29,3.200844178684488,1178.0,7,196370.0,1,0.5998879665936753,12988825.663692212,0.8555481998268574,4104.468909726739,E08000034,39,1412.0,3323.0,E08000034,0.0,1124.2603550295858,0.32,0.04512035430081735,0.10618621624760342,82,Kirklees,0.0,0.0
E08000035,Leeds,2019,3846300565.0,      Leeds,2022-03-31,1679.0,32,306743.0,30,0.5473637540220967,11866.0,31,113684.0,29,10.437704514267619,17865.0,7,420427.0,1,4.24925135635913,187249106.04504386,4.868291046959401,59170.71751023386,E08000035,203,5487.1,11860.2,E08000035,2.4630541871921183,831.1291222791139,0.32,0.1822471288539918,0.39392163394764335,83,Leeds,0.0,97500.0
E08000036,Wakefield,2019,1621618038.0,      Wakefield,2022-03-31,664.0,32,160501.0,30,0.4137045875103582,285.0,31,7980.0,29,3.571428571428571,929.0,7,168481.0,1,0.5513974869569863,12484594.543421395,0.7698850315465839,3945.1318757211607,E08000036,50,1844.0,4287.0,E08000036,0.0,1176.0,0.32,0.03361660984815438,0.07815314881726564,84,Wakefield,0.0,0.0
E08000037,Gateshead,2019,1019892181.0,      Gateshead,2022-03-31,231.0,32,75315.0,30,0.3067118103963354,71.0,31,3848.0,29,1.8451143451143452,503.0,7,79163.0,1,0.6353978500056845,8075858.857522327,0.7918345691800462,2551.9713989770557,E08000037,93,1619.8,3222.0,E08000037,1.075268817204301,4251.358538559371,0.32,0.028933177996899803,0.057551981421170004,85,Gateshead,0.0,0.0
E09000001,City of London,2019,71486873.49,      City of London,2022-03-31,40.0,32,1285.0,30,3.11284046692607,84.0,31,981.0,29,8.56269113149847,233.0,7,2266.0,1,10.28243601059135,8366424.911539274,11.70344218887908,2643.7902720464103,E09000001,70,713.3,1079.1,E09000001,12.857142857142858,3608.1632653061224,1.0,0.27967986513858906,0.42310744773734954,86,City of London,97435.0,0.0
E09000002,Barking and Dagenham,2019,388219674.7,      Barking and Dagenham,2022-03-31,660.0,32,60511.0,30,1.0907107798582076,75.0,31,3860.0,29,1.9430051813471503,568.0,7,64370.99999999999,1,0.8823849248885369,5443856.540491138,1.40226188811732,1720.2586667951996,E09000002,58,693.8,1306.6,E09000002,0.0,5523.186682520809,0.39,0.05861538225410297,0.11038751578727435,87,Barking and Dagenham,0.0,0.0
E09000003,Barnet,2019,1016421781.0,      Barnet,2022-03-31,1992.0,32,132622.0,30,1.502013240638808,216.0,31,7106.0,29,3.0396847734309036,3380.0,7,139728.0,1,2.4189854574602085,31923069.51708233,3.1407305622351998,10087.689967398015,E09000003,76,1601.4,2830.8,E09000003,0.0,2666.204986149585,0.46,0.18712691803255704,0.33078486297399934,88,Barnet,0.0,3549600.0
E09000004,Bexley,2019,627399399.6,      Bexley,2022-03-31,753.0,32,99635.0,30,0.7557585185928639,238.0,31,5182.0,29,4.592821304515631,762.0,7,104817.0,1,0.7269813102836372,6983295.243436961,1.113054180142534,2206.72129692608,E09000004,39,1102.1,2943.2,E09000004,0.0,3701.5121630506246,0.29,0.024821133092043573,0.06628578070638112,89,Bexley,0.0,150000.0
E09000005,Brent,2019,537824813.9,      Brent,2022-03-31,1445.0,32,82631.0,30,1.7487383669567111,187.0,31,7578.0,29,2.467669569807337,1715.0,7,90209.0,1,1.9011406844106464,14613424.396127768,2.7171346539702244,4617.842109176375,E09000005,185,1955.4,3820.1,E09000005,0.5405405405405406,1573.9956172388606,0.5,0.06899700606071381,0.13479362936101708,90,Brent,0.0,600000.0
E09000006,Bromley,2019,775949169.9,      Bromley,2022-03-31,1460.0,32,140598.0,30,1.0384215991692627,144.0,31,4809.0,29,2.9943855271366187,1652.0,7,145407.0,1,1.1361213696727117,12748647.361482596,1.6429745473051502,4028.5725662285004,E09000006,76,1156.1,2207.2,E09000006,0.0,3691.1357340720224,0.36,0.07500805395719551,0.143203681943017,91,Bromley,0.0,0.0
E09000007,Camden,2019,218491001.6,      Camden,2022-03-31,1093.0,32,36524.0,30,2.992552841966926,130.0,31,3211.0,29,4.048582995951417,1879.0,7,39735.0,1,4.728828488737888,13384230.332566047,6.1257581477287015,4229.416785090872,E09000007,398,2618.5,3865.7000000000003,E09000007,66.83417085427136,5071.841620161107,0.85,0.10616152701753735,0.1567266049233126,92,Camden,70925.0,502560.0
E09000008,Croydon,2019,748163979.0,      Croydon,2022-03-31,1311.0,32,132846.0,30,0.9868569621968294,155.0,31,5448.0,29,2.845080763582966,1325.0,7,138294.0,1,0.9581037499819226,10769267.959250292,1.4394261500860486,3403.0886751230923,E09000008,202,3522.2,6972.5,E09000008,0.9900990099009901,1364.572100774434,0.49,0.027300884440181916,0.054044465606486965,93,Croydon,0.0,0.0
E09000009,Ealing,2019,687954306.9,      Ealing,2022-03-31,1535.0,32,105788.0,30,1.4510152380232162,878.0,31,9428.0,29,9.31268561731014,1698.0,7,115216.0,1,1.473753645327038,15416216.734392488,2.240878003055131,4871.524488068027,E09000009,208,2014.6,3519.2,E09000009,31.25,2541.6050295857985,0.49,0.07743065176035406,0.1352595799042182,94,Ealing,0.0,255000.0
E09000010,Enfield,2019,951805764.5,      Enfield,2022-03-31,1070.0,32,112099.0,30,0.9545134211723566,118.0,31,5520.0,29,2.1376811594202896,1084.0,7,117619.0,1,0.9216198063238081,13158045.665045613,1.3824297094857125,4157.942430154414,E09000010,137,1627.9,3033.9,E09000010,56.2043795620438,3806.8091001118864,0.45,0.07040210061500954,0.13120764976710944,95,Enfield,43380.0,117000.0
E09000011,Greenwich,2019,616705610.7,      Greenwich,2022-03-31,895.0,32,74015.0,30,1.2092143484428832,80.0,31,3668.0,29,2.1810250817884405,836.0,7,77683.0,1,1.0761685310814464,10213593.752121894,1.6561538560560225,3227.495625670518,E09000011,225,2571.0,4443.6,E09000011,10.666666666666666,2552.6913580246915,0.61,0.05057739219575905,0.08741567481955462,96,Greenwich,0.0,0.0
E09000012,Hackney,2019,250612864.6,      Hackney,2022-03-31,666.0,32,38095.0,30,1.7482609266307914,50.0,31,3065.0,29,1.631321370309951,625.0,7,41160.0,1,1.5184645286686105,5838135.060570067,2.3295432458697762,1844.8506791401412,E09000012,143,1423.6,2717.2,E09000012,43.35664335664335,3874.5170913003085,0.84,0.06510506763600821,0.12426488464495748,97,Hackney,0.0,0.0
E09000013,Hammersmith and Fulham,2019,269506523.5,      Hammersmith and Fulham,2022-03-31,998.0,32,39008.0,30,2.5584495488105,402.0,31,5407.0,29,7.434806732014056,2714.0,7,44415.0,1,6.110548238207813,19801554.1656652,7.347337611167398,6257.291116350204,E09000013,756,6182.4,10358.2,E09000013,62.03703703703704,4406.266621875087,0.83,0.05723689349962284,0.09589660815343447,98,Hammersmith and Fulham,428095.33999999997,4218750.0
E09000014,Haringey,2019,316033852.8,      Haringey,2022-03-31,954.0,32,57944.0,30,1.64641723042938,116.0,31,3229.0,29,3.592443480953856,1099.0,7,61173.0,1,1.796544227028264,8182586.73100564,2.5891488074804245,2585.6974069977823,E09000014,112,1247.6,2344.4,E09000014,25.0,2563.775510204082,0.68,0.08561518387343765,0.16088188287342675,99,Haringey,0.0,0.0
E09000015,Harrow,2019,476381482.0,      Harrow,2022-03-31,1111.0,32,93762.0,30,1.1849149975469808,101.0,31,4128.0,29,2.446705426356589,1347.0,7,97890.0,1,1.3760343242414956,9278172.956300747,1.9476351006231485,2931.9026541910357,E09000015,62,682.2,1236.3,E09000015,41.935483870967744,2643.080124869927,0.33,0.08933785299513183,0.16190030439443195,100,Harrow,69985.0,109900.0
E09000016,Havering,2019,853197037.3,      Havering,2022-03-31,845.0,32,109127.0,30,0.7743271600978676,172.0,31,4906.0,29,3.505911129229515,1025.0,7,114033.0,1,0.8988626099462436,10960035.078344908,1.284584287004639,3463.371084756991,E09000016,34,669.1,1433.0,E09000016,0.0,692.0415224913495,0.26,0.07173350938867733,0.15363042737105756,101,Havering,0.0,346490.0
E09000017,Hillingdon,2019,1337783009.0,      Hillingdon,2022-03-31,1080.0,32,118628.0,30,0.9104090096773105,329.0,31,17221.0,29,1.9104581615469483,5328.0,7,135849.0,1,3.922001634167348,58165185.1085319,4.34787889494954,18380.19849429608,E09000017,165,2710.2,5149.8,E09000017,0.0,1792.1028466483012,0.32,0.13037841781182677,0.24773919860059976,102,Hillingdon,0.0,0.0
E09000018,Hounslow,2019,906746978.2,      Hounslow,2022-03-31,1088.0,32,90238.0,30,1.2057004809503757,278.0,31,4632.0,29,6.001727115716753,1227.0,7,94870.0,1,1.2933487930852745,17221406.559084266,1.8992516074628443,5441.964472670628,E09000018,416,3118.7,4718.3,E09000018,54.32692307692308,3589.358357988166,0.49,0.06451521148077692,0.09760545173622014,103,Hounslow,0.0,179850.0
E09000019,Islington,2019,198452606.1,      Islington,2022-03-31,772.0,32,31829.0,30,2.4254610575261553,50.0,31,2891.0,29,1.7295053614666205,1023.0,7,34720.0,1,2.946428571428571,8052305.945321371,4.057546082949308,2544.528678721553,E09000019,222,2108.2,3813.6,E09000019,35.13513513513514,4065.416768119471,0.87,0.06626548143749142,0.11987005028461117,104,Islington,27000.0,120000.0
E09000020,Kensington and Chelsea,2019,263295623.3,      Kensington and Chelsea,2022-03-31,1307.0,32,36647.0,30,3.566458373127405,107.0,31,2473.0,29,4.326728669632026,1648.0,7,39120.0,1,4.212678936605317,15510212.116114112,5.89079754601227,4901.227028692059,E09000020,645,3330.8,3737.9,E09000020,84.49612403100775,7305.834985878252,0.87,0.13022437680382923,0.146140776406579,105,Kensington and Chelsea,205508.0,209160.0
E09000021,Kingston upon Thames,2019,542772372.5,      Kingston upon Thames,2022-03-31,756.0,32,63022.0,30,1.1995810986639588,62.0,31,1850.0,29,3.3513513513513513,872.0,7,64872.0,1,1.344185472931311,10473083.758064343,1.9295535824392651,3309.494467548332,E09000021,170,1039.2,1458.2,E09000021,58.23529411764706,4274.048442906575,0.39,0.10104272878677671,0.14178262809553294,106,Kingston upon Thames,0.0,406960.0
E09000022,Lambeth,2019,397710910.8,      Lambeth,2022-03-31,1000.0,32,59531.0,30,1.6797970805126743,59.0,31,2868.0,29,2.0571827057182706,888.0,7,62399.0,1,1.4230997291623262,8839330.38418853,2.222551643455825,2793.2284014035754,E09000022,326,2476.3,4145.0,E09000022,78.83435582822086,6227.558432759984,0.76,0.058464387006040106,0.09786168240521594,107,Lambeth,139815.25,67080.0
E09000023,Lewisham,2019,467457465.5,      Lewisham,2022-03-31,793.0,32,71929.0,30,1.1024760527742636,30.0,31,3020.0,29,0.9933774834437087,731.0,7,74949.0,1,0.9753298909925416,7010832.876283673,1.4997798502982027,2215.4231889056405,E09000023,85,1215.0,2337.1,E09000023,0.0,4948.096885813149,0.48,0.051941744660855084,0.09991197649949335,108,Lewisham,0.0,69190.0
E09000024,Merton,2019,351323264.9,      Merton,2022-03-31,936.0,32,66504.0,30,1.4074341392998917,90.0,31,3496.0,29,2.5743707093821513,1085.0,7,70000.0,1,1.55,7815135.838662656,2.224485714285714,2469.5829250173992,E09000024,263,2248.4,3682.8,E09000024,34.22053231939164,4229.785019300553,0.46,0.03521269011331473,0.057677146036877555,109,Merton,0.0,910190.0
E09000025,Newham,2019,511924021.3,      Newham,2022-03-31,1016.0,32,63468.0,30,1.600806705741476,107.0,31,4485.0,29,2.3857302118171684,534.0,7,67953.0,1,0.7858372698777096,7894280.792313172,1.5420805556781891,2494.5927303709623,E09000025,142,1522.7,3035.1,E09000025,0.0,2711.763538980361,0.78,0.07318416873001976,0.1458732977687548,110,Newham,0.0,0.0
E09000026,Redbridge,2019,681592392.2,      Redbridge,2022-03-31,1283.0,32,97874.0,30,1.3108690765678321,134.0,31,4890.0,29,2.740286298568507,1122.0,7,102764.0,1,1.0918220388462887,11744807.134171443,1.723142345568487,3711.3590543981763,E09000026,120,1764.0,2892.5,E09000026,55.0,2119.444444444445,0.33,0.04833585867841955,0.07925820364361029,111,Redbridge,0.0,557610.0
E09000027,Richmond upon Thames,2019,454812894.5,      Richmond upon Thames,2022-03-31,1390.0,32,73697.0,30,1.8861011981491784,78.0,31,2054.0,29,3.79746835443038,1510.0,7,75751.0,1,1.9933730247785508,13225724.33373289,2.907948409921982,4179.3288894595935,E09000027,357,2070.0,2883.4,E09000027,77.87114845938375,6350.540216086435,0.47,0.07776701093165037,0.10832531368131432,112,Richmond upon Thames,154231.0,300180.0
E09000028,Southwark,2019,384781104.5,      Southwark,2022-03-31,975.0,32,52861.0,30,1.8444599988649477,69.0,31,3199.0,29,2.156924038762113,1012.0,7,56060.0,1,1.8052087049589727,10296292.09526311,2.6758829825187296,3253.6283021031427,E09000028,497,3001.8,4260.8,E09000028,77.46478873239437,6243.699622280969,0.84,0.07322375023380392,0.10393489073095867,113,Southwark,318238.0,37440.0
E09000029,Sutton,2019,401833425.3,      Sutton,2022-03-31,718.0,32,83413.0,30,0.8607770970951769,76.0,31,2749.0,29,2.7646416878865043,721.0,7,86162.0,1,0.8367958032543348,5056473.1131910365,1.2583505489659017,1597.8455037683675,E09000029,63,1214.1,2750.0,E09000029,0.0,1690.602166792643,0.39,0.02586798449438204,0.058592337830121584,114,Sutton,0.0,0.0
E09000030,Tower Hamlets,2019,465293697.1,      Tower Hamlets,2022-03-31,875.0,32,41711.0,30,2.0977679748747335,121.0,31,4297.0,29,2.815918082383058,1365.0,7,46008.0,1,2.9668753260302556,18324327.286026128,3.938228134237524,5790.487422384256,E09000030,85,893.1,1535.8,E09000030,23.529411764705884,2257.439446366782,0.93,0.40027577009954196,0.6883255265019333,115,Tower Hamlets,0.0,418090.0
E09000031,Waltham Forest,2019,470746167.9,      Waltham Forest,2022-03-31,809.0,32,71622.0,30,1.1295412024238363,64.0,31,4362.0,29,1.4672168729940394,511.0,7,75984.0,1,0.6725100021057064,5681182.136054683,1.206846178142767,1795.2535549932797,E09000031,320,2623.2,3977.0,E09000031,63.75,4358.59375,0.63,0.032464345203119034,0.049218778923758914,116,Waltham Forest,131261.0,0.0
E09000032,Wandsworth,2019,439200051.1,      Wandsworth,2022-03-31,1707.0,32,76139.0,30,2.24195221896794,88.0,31,3031.0,29,2.903332233586275,1522.0,7,79170.0,1,1.922445370721233,13156751.511813732,2.9956170266515096,4157.533477733139,E09000032,676,4627.0,7176.2,E09000032,59.9112426035503,4266.263436154196,0.8,0.05290870134946503,0.08205822836049946,117,Wandsworth,294946.5,300170.0
E09000033,Westminster,2019,389578809.2,      Westminster,2022-03-31,1379.0,32,40299.0,30,3.4219211394823694,411.0,31,9113.0,29,4.510040601338747,4153.0,7,49412.0,1,8.404840929328907,38557043.33682732,9.897110013761838,12184.025694437434,E09000033,1211,8089.6,11797.7,E09000033,71.01568951279934,5337.4278309004785,0.93,0.10964082636015322,0.1598978413208539,118,Westminster,107587.5,1722500.0
E06000060,Buckinghamshire,2019,3407573015.0,   Buckinghamshire,2022-03-31,2915.0,32,306205.0,30,0.9519766169722897,492.0,31,10826.0,29,4.5446148161832625,4202.0,7,317031.0,1,1.3254224350300128,61310432.14547552,1.7992404528263797,19374.096557970268,E06000060,144,2591.1,5348.9,E06000060,32.638888888888886,1138.1172839506173,0.32,0.1323131026246613,0.2731386494651117,119,Buckinghamshire,35283.0,105520.0
E10000003,Cambridgeshire,2019,3862656632.0,   Cambridgeshire,2022-03-31,2279.0,32,333313.0,30,0.6837417082442029,926.0,31,16881.0,29,5.485457022688229,3795.0,7,350194.0,1,1.0836850431475125,55708470.768047206,1.4422320199660763,17603.876762702916,E10000003,102,1782.8,4252.6,E10000003,13.72549019607843,703.5755478662054,0.32,0.1512166654121275,0.36070450489769657,120,Cambridgeshire,0.0,118460.0
E10000006,Cumbria,2019,3033912774.0,   Cumbria,2022-03-31,858.0,32,250065.0,30,0.3431107911942895,231.0,31,11279.0,29,2.048053905488075,1382.0,7,261344.0,1,0.5288049467368678,21326336.70461989,0.7029317680910984,6739.122398659885,E10000006,100,2659.7,5994.1,E10000006,0.0,1336.0,0.32,0.0410700500768519,0.0925585544105192,121,Cumbria,0.0,20100.0
E10000007,Derbyshire,2019,4266405954.0,   Derbyshire,2022-03-31,2131.0,32,412978.0,30,0.5160081166551245,810.0,31,22208.0,29,3.647334293948127,3995.0,7,435186.0,1,0.9179982811947075,50593535.96565207,1.1858584605203295,15987.557365146055,E10000007,180,3412.7,6707.4,E10000007,47.22222222222222,1346.2962962962963,0.32,0.08707104994045861,0.17113146786140948,122,Derbyshire,269756.0,301590.0
E10000008,Devon,2019,4649426146.0,   Devon,2022-03-31,2106.0,32,421420.0,30,0.49973897774192017,1245.0,31,29397.0,29,4.235126033268701,3629.0,7,450817.0,1,0.8049829531716861,49995844.50830989,1.0753121554865943,15798.686864625926,E10000008,109,2420.7,5086.2,E10000008,0.9174311926605505,404.8480767612154,0.32,0.11346800781648347,0.23841078256545556,123,Devon,5675.0,253500.0
E10000011,East Sussex,2019,2311254294.0,   East Sussex,2022-03-31,1634.0,32,279328.0,30,0.5849753694581281,197.0,31,10181.0,29,1.9349769177880365,2513.0,7,289509.0,1,0.8680213741196301,26690045.795618583,1.154786206991838,8434.054471415471,E10000011,80,1689.7,3461.4,E10000011,1.25,746.875,0.32,0.08900829549439807,0.18233610346470347,124,East Sussex,0.0,0.0
E10000012,Essex,2019,7681565837.0,   Essex,2022-03-31,4414.0,32,770559.0,30,0.5728308928972343,1730.0,31,39494.0,29,4.380412214513597,6695.0,7,810053.0,1,0.8264891309580978,86458047.9297408,1.1255263544484129,27320.743145798093,E10000012,174,3464.8,6830.9,E10000012,18.39080459770115,734.5752411150747,0.32,0.1461034438300045,0.2880449129699774,125,Essex,224762.5,0.0
E10000013,Gloucestershire,2019,3538815908.0,   Gloucestershire,2022-03-31,2015.0,32,347175.0,30,0.5803989342550586,453.0,31,12569.0,29,3.604105338531307,3584.0,7,359744.0,1,0.9962640099626401,45636976.96691091,1.2896115015121865,14421.284721543849,E10000013,98,2762.1,5718.5,E10000013,6.122448979591836,551.8533944189921,0.32,0.09212292057968614,0.1907262305256635,126,Gloucestershire,0.0,0.0
E10000014,Hampshire,2019,8216973203.0,   Hampshire,2022-03-31,4783.0,32,770759.0,30,0.6205571391316871,3515.0,31,91891.0,29,3.8251841856112136,8864.0,7,862650.0,1,1.0275314438068741,111778268.33518665,1.3603338549817423,35321.93279391898,E10000014,337,7476.8,16041.9,E10000014,26.706231454005934,697.2853507559281,0.32,0.08043304813309868,0.1725736832396688,127,Hampshire,213014.83000000002,0.0
E10000015,Hertfordshire,2019,6335184262.0,   Hertfordshire,2022-03-31,4860.0,32,592204.0,30,0.820663149860521,1066.0,31,22103.0,29,4.8228747228882956,7241.0,7,614307.0,1,1.1787265976132455,100882251.06691377,1.5924122629239126,31878.79133714475,E10000015,302,4692.6,8666.6,E10000015,7.28476821192053,930.660935923863,0.32,0.13436896337409024,0.24816137279501568,128,Hertfordshire,266350.0,270720.0
E10000016,Kent,2019,7506785486.0,   Kent,2022-03-31,4774.0,32,780410.0,30,0.6117297318076396,1039.0,31,32354.999999999996,29,3.211250193169526,6612.0,7,812765.0,1,0.8135192829415636,84114253.403389,1.120509618401383,26580.10407547093,E10000016,267,6401.6,13211.3,E10000016,11.235955056179776,900.699967736958,0.32,0.07349486469562237,0.1516750040541858,129,Kent,69416.25,544250.0
E10000017,Lancashire,2019,6354797727.0,   Lancashire,2022-03-31,2505.0,32,574504.0,30,0.4360282957124755,657.0,31,26733.0,29,2.457636628885647,4280.0,7,601237.0,1,0.7118657035411993,59252833.83684304,0.9324110126289633,18723.895492442403,E10000017,286,7222.1,13520.9,E10000017,2.097902097902098,1306.6653626094185,0.32,0.05058671519885086,0.09470623745616132,130,Lancashire,184340.5,547500.0
